0	0
0	1
0,00195122	2
0,003902439	3
0,005853659	4
0,005853659	5
0,006341463	6
0,007804878	7
0,011219512	8
0,011219512	9
0,011219512	10
0,011219512	11
0,015609756	12
0,017073171	13
0,026829268	14
0,026829268	15
0,026829268	16
0,026829268	17
0,026829268	18
0,031219512	19
0,034146341	20
0,034146341	21
0,040487805	22
0,046829268	23
0,046829268	24
0,047317073	25
0,047317073	26
0,047317073	27
0,047317073	28
0,047317073	29
0	30
0	31
0	32
0	33
0	34
0	35
0	36
0	37
0	38
0	39
0	40
0	41
0	42
0	43
0	44
0	45
0	46
0	47
0	48
0	49
0	50
0	51
0	52
0	53
0	54
0	55
0	56
0	57
0	58
0	59
0,001463415	60
0,001463415	61
0,001463415	62
0,003414634	63
0,003414634	64
0,016585366	65
0,016585366	66
0,016585366	67
0,016585366	68
0,017073171	69
0,017560976	70
0,017560976	71
0,01804878	72
0,01804878	73
0,01804878	74
0,02	75
0,02	76
0,02	77
0,02	78
0,020487805	79
0,020487805	80
0,020487805	81
0,021463415	82
0,022926829	83
0,022926829	84
0,023414634	85
0,023414634	86
0,023414634	87
0,023414634	88
0,023414634	89
0	90
0	91
0	92
0	93
0	94
0	95
0	96
0	97
0,027317073	98
0,027804878	99
0,027804878	100
0,028780488	101
0,028780488	102
0,028780488	103
0,028780488	104
0,028780488	105
0,028780488	106
0,028780488	107
0,028780488	108
0,028780488	109
0,029268293	110
0,029268293	111
0,029268293	112
0,029268293	113
0,029268293	114
0,029268293	115
0,029268293	116
0,029268293	117
0,029268293	118
0,029268293	119
0,006341463	120
0,006341463	121
0,006829268	122
0,006829268	123
0,008780488	124
0,030731707	125
0,030731707	126
0,032195122	127
0,033170732	128
0,043414634	129
0,043414634	130
0,044878049	131
0,046341463	132
0,046341463	133
0,046341463	134
0,046829268	135
0,046829268	136
0,046829268	137
0,046829268	138
0,048292683	139
0,049268293	140
0,049268293	141
0,049268293	142
0,052195122	143
0,052195122	144
0,053170732	145
0,053658537	146
0,053658537	147
0,053658537	148
0,054146341	149
0,002926829	150
0,002926829	151
0,006829268	152
0,006829268	153
0,012682927	154
0,014146341	155
0,015609756	156
0,01804878	157
0,023414634	158
0,045365854	159
0,045365854	160
0,047804878	161
0,056097561	162
0,061463415	163
0,104878049	164
0,106341463	165
0,106341463	166
0,106829268	167
0,106829268	168
0,157073171	169
0,173658537	170
0,173658537	171
0,17804878	172
0,182926829	173
0,182926829	174
0,183902439	175
0,185365854	176
0,185365854	177
0,185365854	178
0,185853659	179
0,00097561	180
0,00097561	181
0,00097561	182
0,00097561	183
0,00195122	184
0,004390244	185
0,005365854	186
0,005365854	187
0,007804878	188
0,009268293	189
0,009268293	190
0,009268293	191
0,011707317	192
0,011707317	193
0,011707317	194
0,012195122	195
0,012195122	196
0,012195122	197
0,012195122	198
0,014146341	199
0,014146341	200
0,014146341	201
0,017560976	202
0,017560976	203
0,017560976	204
0,017560976	205
0,017560976	206
0,017560976	207
0,017560976	208
0,017560976	209
0,001463415	210
0,001463415	211
0,001463415	212
0,001463415	213
0,00195122	214
0,012682927	215
0,012682927	216
0,012682927	217
0,013170732	218
0,013658537	219
0,013658537	220
0,013658537	221
0,014634146	222
0,014634146	223
0,014634146	224
0,014634146	225
0,014634146	226
0,014634146	227
0,014634146	228
0,016585366	229
0,018536585	230
0,018536585	231
0,019512195	232
0,019512195	233
0,019512195	234
0,020487805	235
0,02097561	236
0,02097561	237
0,02097561	238
0,02097561	239
0,004390244	240
0,004390244	241
0,005365854	242
0,005365854	243
0,005365854	244
0,016585366	245
0,017073171	246
0,017073171	247
0,019512195	248
0,022926829	249
0,023414634	250
0,023902439	251
0,026341463	252
0,029268293	253
0,030243902	254
0,030243902	255
0,030243902	256
0,030243902	257
0,030243902	258
0,035121951	259
0,036585366	260
0,036585366	261
0,04195122	262
0,042926829	263
0,042926829	264
0,042926829	265
0,044390244	266
0,044390244	267
0,044390244	268
0,044390244	269
0	270
0	271
0,00097561	272
0,009268293	273
0,009756098	274
0,032195122	275
0,032682927	276
0,03902439	277
0,04	278
0,04	279
0,04	280
0,04097561	281
0,04195122	282
0,044390244	283
0,05804878	284
0,059512195	285
0,059512195	286
0,059512195	287
0,059512195	288
0,06195122	289
0,067317073	290
0,067317073	291
0,075121951	292
0,075121951	293
0,075121951	294
0,075609756	295
0,075609756	296
